Designator,Footprint,Quantity,Value,LCSC Part #
"H1_3, H1_2, H1, H2_2, H2, H3_3, H3_2, H3, H4_2, H4, H5_8, H5_7, H5_6, H5_5, H5_4, H5_3, H5_2, H5, H6_10, H6_9, H6_8, H6_7, H6_6, H6_5, H6_4, H6_3, H6_2, H6, H7_8, H7_7, H7_6, H7_5, H7_4, H7_3, H7_2, H7, H8_8, H8_7, H8_6, H8_5, H8_4, H8_3, H8_2, H8",MountingHole_2.7mm_M2.5_ISO14580,44,MountingHole,
